,PMID,LastName,ForeName,Initials,Affiliation
2176,2290,"['MacDonald', 'Simon', 'Baer']","['R C', 'S A', 'E']","['RC', 'SA', 'E']",
2177,2291,"['Storey', 'Lee', 'Papa', 'Rosen', 'Simon']","['B T', 'C P', 'S', 'S G', 'G']","['BT', 'CP', 'S', 'SG', 'G']",
2178,2292,"['Von Tigerstrom', 'Manchak']","['R G', 'J M']","['RG', 'JM']",
2179,2293,"['Goldmann', 'Schlesinger', 'Segal']","['D R', 'H', 'S']","['DR', 'H', 'S']",
2180,2294,['Dahl'],['D'],['D'],
2181,2295,"['Emes', 'Latner', 'Martin', 'Mulligan']","['A V', 'A L', 'J A', 'F A']","['AV', 'AL', 'JA', 'FA']",
2182,2296,"['Sharrock', 'Debrunner', 'Schulz', 'Lipscomb', 'Marshall', 'Gunsalus']","['M', 'P G', 'C', 'J D', 'V', 'I C']","['M', 'PG', 'C', 'JD', 'V', 'IC']",
2183,2297,['Blomquist'],['G'],['G'],
2184,2298,"['Murphy', 'Imam', 'Hughes', 'McGucken', 'Buchanan', 'Conlon', 'Elmore']","['R F', 'A', 'A E', 'M J', 'K D', 'J M', 'D T']","['RF', 'A', 'AE', 'MJ', 'KD', 'JM', 'DT']",
2185,2299,"['Williams', 'Juo']","['J T', 'P S']","['JT', 'PS']",
2186,2300,['Walter'],['R'],['R'],
2187,2301,['Divekar'],['A Y'],['AY'],
2188,2302,"[""O'Donnell"", 'McGeeney']","['M D', 'K F']","['MD', 'KF']",
2189,2303,"['Akrawi', 'Bailey']","['A F', 'G S']","['AF', 'GS']",
2190,2304,"['Glew', 'Peters', 'Christopher']","['R H', 'S P', 'A R']","['RH', 'SP', 'AR']",
2191,2305,"['Schuurmans Stekhoven', 'van Heeswijk', 'de Pont', 'Bonting']","['F M', 'M P', 'J J', 'S L']","['FM', 'MP', 'JJ', 'SL']",
2192,2306,"['Rikans', 'Ruddon']","['L E', 'R W']","['LE', 'RW']",
2193,2307,"['Sakakibara', 'Yamaguchi', 'Hosokawa', 'Kohashi', 'Ueda']","['S', 'K', 'Y', 'N', 'I']","['S', 'K', 'Y', 'N', 'I']",
2194,2308,"['Shaw', 'Smith']","['J F', 'W G']","['JF', 'WG']",
2195,2309,"['Jerfy', 'Roy', 'Tomkins']","['A', 'A B', 'H J']","['A', 'AB', 'HJ']",
2196,2310,"['Heinrichová', 'Rexová-Benková']","['K', 'L']","['K', 'L']",
2197,2311,['Simon'],['R D'],['RD'],
2198,2312,"['Andersson', 'Akerlund', 'Albertsson']","['B', 'H E', 'P A']","['B', 'HE', 'PA']",
2199,2313,"['Danon', 'Caplan']","['A', 'S R']","['A', 'SR']",
2200,2314,"['Azzone', 'Massair', 'Pozzan']","['G F', 'S', 'T']","['GF', 'S', 'T']",
2201,2315,"['Kobayashi', 'Inoue', 'Shibata']","['Y', 'Y', 'K']","['Y', 'Y', 'K']",
2202,2316,"['Gräber', 'Witt']","['P', 'H T']","['P', 'HT']",
2203,2317,"['Sugioka', 'Nakano']","['K', 'M']","['K', 'M']",
2204,2318,"['Van Gorkom', 'Pulles', 'Haveman', 'Den Haan']","['H J', 'M P', 'J', 'G A']","['HJ', 'MP', 'J', 'GA']",
2205,2319,"['Goto-Tamura', 'Takesue', 'Takesue']","['R', 'Y', 'S']","['R', 'Y', 'S']",
2206,2320,"['Tsujimoto', 'McSwain', 'Hiyama', 'Arnon']","['H Y', 'B D', 'T', 'D I']","['HY', 'BD', 'T', 'DI']",
2207,2321,"['Beinert', 'Hansen', 'Hartzell']","['H', 'R E', 'C R']","['H', 'RE', 'CR']",
2208,2322,"['Prince', 'Olson']","['R C', 'J M']","['RC', 'JM']",
2209,2323,"['Shapiro', 'Welcher', 'Nelson', 'Di Fate']","['R', 'M', 'V', 'V']","['R', 'M', 'V', 'V']",
2210,2324,"['Elgsaeter', 'Shotton', 'Branton']","['A', 'D M', 'D']","['A', 'DM', 'D']",
2211,2325,"['Schwartz', 'Entman', 'Kaniike', 'Lane', 'Van Winkle', 'Bornet']","['A', 'M L', 'K', 'L K', 'W B', 'E P']","['A', 'ML', 'K', 'LK', 'WB', 'EP']",
2212,2326,"['Golikov', 'Kazanskaia', 'Larionova', 'Vichutinskiĭ']","['A G', 'N F', 'N I', 'A A']","['AG', 'NF', 'NI', 'AA']",
2213,2327,"['Karavaeva', 'Zakirov', 'Mukhiddinova']","['N N', 'M Z', 'N G']","['NN', 'MZ', 'NG']",
2214,2329,"['Nilolaev', 'Sokolov', 'Kozlov', 'Kutsman']","['A Ia', 'N N', 'E A', 'M E']","['AIa', 'NN', 'EA', 'ME']",
2215,2328,"['Lipskaia', 'Goloveshkina']","['T I', 'V G']","['TI', 'VG']",
2216,2331,"['Gavrikova', 'Zuevskiĭ', 'Vinogradov']","['E V', 'V V', 'A D']","['EV', 'VV', 'AD']",
2217,2332,"['Akulova', 'Murzaeva', 'Taukeleva', 'Ruzieva']","['E A', 'S V', 'Sh N', 'R Kh']","['EA', 'SV', 'ShN', 'RKh']",
2218,2330,"['Beĭsembaev', 'Dzhustupova']","['R U', 'R Zh']","['RU', 'RZh']",
2219,2333,"['Dorozhko', 'Kovaleva', 'Iakovleva', 'Liber', 'Kagan']","['I A', 'S V', 'L I', 'E E', 'Z S']","['IA', 'SV', 'LI', 'EE', 'ZS']",
2220,2334,"['Serov', 'Manchenko', 'Khlebodarova']","['O L', 'G P', 'T M']","['OL', 'GP', 'TM']",
2221,2338,"['Golutvina', 'Semochkina']","['M M', 'L S']","['MM', 'LS']",
2222,2335,"['Shatilov', 'Kasparova', 'Ambartsumian', 'Kretovich']","['V R', 'M A', 'B G', 'V L']","['VR', 'MA', 'BG', 'VL']",
2223,2339,"['Severina', 'Bashkatova']","['L O', 'N A']","['LO', 'NA']",
2224,2336,"['Istranov', 'Belova', 'Shekhter', 'Sychenikov']","['L P', 'L A', 'A B', 'I A']","['LP', 'LA', 'AB', 'IA']",
2225,2341,['Taylor'],['D E'],['DE'],
2226,2340,"['Phelps', 'Omori', 'Oh']","['D L', 'K', 'W']","['DL', 'K', 'W']",
2227,2342,['George'],['R E'],['RE'],
2228,2337,"['Leviant', 'Bylinkina', 'Trudoliubova', 'Orekhovich']","['M P', 'V S', 'M G', 'V N']","['MP', 'VS', 'MG', 'VN']",
2229,2343,"['Gille', 'Lautier', 'Lambert']","['J P', 'A', 'J']","['JP', 'A', 'J']",
2230,2344,"['Vigneron', 'Stoltz', 'Alexandre', 'Streiff']","['C', 'J F', 'P', 'F']","['C', 'JF', 'P', 'F']",
2231,2345,"['Lecompte', 'Sinet', 'Azoulay', 'Muffat-Joly', 'Pocidalo']","['F', 'M', 'E', 'M', 'J J']","['F', 'M', 'E', 'M', 'JJ']",
2232,2346,"['Auer', 'Patton']","['H E', 'E']","['HE', 'E']",
2233,2347,"['Pfeil', 'Privalov']","['W', 'P L']","['W', 'PL']",
2234,2348,"['Pfeil', 'Privalov']","['W', 'P L']","['W', 'PL']",
2235,2349,"['Gilligan', 'Schwarz']","['T J', 'G']","['TJ', 'G']",
2236,2350,"['Fu', 'Gruenwedel']","['J C', 'D W']","['JC', 'DW']",
2237,2351,"['Tanokura', 'Tasumi', 'Miyazawa']","['M', 'M', 'T']","['M', 'M', 'T']",
2238,2352,"['Anusiem', 'Beetlestone']","['A C', 'J G']","['AC', 'JG']",
2239,2353,"['Weetall', 'Vann']","['H H', 'W P']","['HH', 'WP']",
2240,2354,"['Dillon', 'Wade', 'Daly']","['J G', 'C W', 'W H']","['JG', 'CW', 'WH']",
2241,2355,"['Marriott', 'Kellaway']","['C', 'K W']","['C', 'KW']",
2242,2356,"['Babakova', 'Kolomenskaia', 'Ostrovskaia', 'Pozdniakov']","['L L', 'E A', 'N V', 'O M']","['LL', 'EA', 'NV', 'OM']",
2243,2358,['Heap'],['R B'],['RB'],
2244,2359,"['Hutchinson', 'Kosterlitz', 'Leslie', 'Waterfield']","['M', 'H W', 'F M', 'A A']","['M', 'HW', 'FM', 'AA']",
2245,2357,"['Marek', 'Kujawska']","['K', 'A']","['K', 'A']",
2246,2360,"['Boullin', 'Grimes', 'Orr']","['D J', 'R P', 'M W']","['DJ', 'RP', 'MW']",
2247,2361,,,,
2248,2362,,,,
2249,2363,,,,
2250,2364,['Jackson'],['R H'],['RH'],
2251,2365,['Moller'],['B H'],['BH'],
2252,2366,"['Hattori', 'Singh', 'McGeer', 'McGeer']","['T', 'V K', 'E G', 'P L']","['T', 'VK', 'EG', 'PL']",
2253,2367,"['Fairman', 'Giacobini', 'Chiappinelli']","['K', 'E', 'V']","['K', 'E', 'V']",
2254,2368,"['Broniszewska-Ardelt', 'Miller']","['B', 'A T']","['B', 'AT']",
2255,2369,"['Bétail', 'Coulet', 'Genaud', 'Guillot', 'Scandariato']","['G', 'M', 'L', 'J', 'M']","['G', 'M', 'L', 'J', 'M']",
2256,2370,"['Labrid', 'Dureng', 'Boero']","['C', 'G', 'C']","['C', 'G', 'C']",
2257,2371,"['Gerardy', 'Dresse', 'Goffart']","['J', 'A', 'M']","['J', 'A', 'M']",
2258,2372,"['Potron', 'Droulle-Bertignon', 'Ledoyen']","['G', 'C', 'M P']","['G', 'C', 'MP']",
2259,2373,['Brachet'],['E'],['E'],
2260,2374,"['Takeuchi', 'Yokoi', 'Mori', 'Kohsaka']","['H', 'I', 'A', 'M']","['H', 'I', 'A', 'M']",
2261,2375,"['Mayorbre', 'Veuthey', 'Rous', 'Favarger']","['M L', 'F', 'S', 'P']","['ML', 'F', 'S', 'P']",
2262,2376,"['Niaussat', 'Drouet', 'Bagnis', 'Deloince', 'Chanfour']","['P M', 'J', 'R', 'R', 'B']","['PM', 'J', 'R', 'R', 'B']",
2263,2377,"['Gale', 'Galloon']","['G', 'S']","['G', 'S']",
2264,2378,"['Hughes', 'Payne', 'Sugai']","['R', 'J P', 'N']","['R', 'JP', 'N']",
2265,2379,['Lipkin'],['M'],['M'],
2266,2380,['Schwartz'],['M K'],['MK'],
2267,2381,"['Kojima', 'Sakurada']","['Y', 'T']","['Y', 'T']",
2268,2382,['Heym'],['C'],['C'],
2269,2383,['Krstíc'],['R'],['R'],
2270,2384,"['Barnes', 'Graham']","['R D', 'C G']","['RD', 'CG']",
2271,2385,"['Elie', 'Lapp']","['R', 'W S']","['R', 'WS']",
2272,2386,"['Elie', 'Lapp']","['R', 'W S']","['R', 'WS']",
2273,2387,"['Liang', 'Hood']","['C S', 'W B']","['CS', 'WB']",
2274,2388,"['McComb', 'Bond', 'Burnett', 'Keech', 'Bowers']","['R B', 'L W', 'R W', 'R C', 'G N']","['RB', 'LW', 'RW', 'RC', 'GN']",
2275,2389,"['Ziegenhorn', 'Senn', 'Bücher']","['J', 'M', 'T']","['J', 'M', 'T']",
2276,2390,"['Graffeo', 'Karger']","['A P', 'B L']","['AP', 'BL']",
2277,2391,"['Johnstone', 'Kennell', 'Brummund', 'Shaw', 'Ebersole']","['R E', 'E M', 'W', 'L M', 'R C']","['RE', 'EM', 'W', 'LM', 'RC']",
2278,2392,"['Ariyoshi', 'Osawa']","['Y', 'Y']","['Y', 'Y']",
2279,2393,"['Fyhrquist', 'Soveri', 'Puutula', 'Stenman']","['F', 'P', 'L', 'U H']","['F', 'P', 'L', 'UH']",
2280,2394,"['Ferraro', 'Caccavo', 'Saifer']","['J J', 'F A', 'A']","['JJ', 'FA', 'A']",
2281,2395,"['Pelley', 'Little', 'Linn', 'Hall']","['J W', 'G H', 'T C', 'F F']","['JW', 'GH', 'TC', 'FF']",
2282,2396,"['Rolleri', 'Zannino', 'Orlandini', 'Malvano']","['E', 'M', 'S', 'R']","['E', 'M', 'S', 'R']",
2283,2397,"['Malvano', 'Orlandini', 'Cozzani', 'Duranti', 'Simonini', 'Salvetti']","['R', 'S', 'P', 'P', 'N', 'A']","['R', 'S', 'P', 'P', 'N', 'A']",
2284,2398,"['Scharfman', 'Roussel', 'Biserte', 'Aerts', 'Tonnel', 'Voisin']","['A', 'P', 'G', 'C', 'A B', 'C']","['A', 'P', 'G', 'C', 'AB', 'C']",
2285,2399,"['Standing', 'Price']","['S', 'C P']","['S', 'CP']",
2286,2400,"['Hackett', 'Dusci']","['L P', 'L J']","['LP', 'LJ']",
2287,2401,"['Liskowski', 'Rose']","['L', 'D P']","['L', 'DP']",
2288,2402,"['McKeering', 'Halliday', 'Caffin', 'Mack', 'Powell']","['L V', 'J W', 'J A', 'U', 'L W']","['LV', 'JW', 'JA', 'U', 'LW']",
2289,2403,"['Goldblum', 'Pillarisetty', 'Dauphinee', 'Talal']","['R', 'R', 'M J', 'N']","['R', 'R', 'MJ', 'N']",
2290,2404,['Tak Yan Yu'],['D'],['D'],
2291,2405,"['Novello', 'Kelsch', 'Easterling']","['A', 'R C', 'R E']","['A', 'RC', 'RE']",
2292,2406,"['Stanley', 'Kelsen', 'Cherniack']","['N N', 'S G', 'N S']","['NN', 'SG', 'NS']",
2293,2407,"['Elegbeleye', 'Femi-Pearse']","['O O', 'D']","['OO', 'D']",
2294,2408,['Jungreis'],['A M'],['AM'],
2295,2409,"['Johnson', 'Webb', 'Tanner']","['C R', 'G J', 'C']","['CR', 'GJ', 'C']",
2296,2410,"['Johnson', 'Prine']","['C R', 'J E']","['CR', 'JE']",
2297,2411,"['Isaacks', 'Harkness', 'Froeman', 'Goldman', 'Adler', 'Sussman', 'Roth']","['R E', 'D R', 'G A', 'P H', 'J L', 'S A', 'S']","['RE', 'DR', 'GA', 'PH', 'JL', 'SA', 'S']",
2298,2412,"['Milne', 'Randall']","['R S', 'D J']","['RS', 'DJ']",
2299,2413,"['Prusch', 'Benos', 'Ritter']","['R D', 'D J', 'M']","['RD', 'DJ', 'M']",
2300,2414,"['Matthews', 'Downer', 'Morrison']","['J R', 'R G', 'P E']","['JR', 'RG', 'PE']",
2301,2415,"['Freeman', 'Manning']","['B M', 'A C']","['BM', 'AC']",
2302,2416,"['Freadman', 'Mangum']","['M A', 'C P']","['MA', 'CP']",
2303,2417,"['Deaton', 'Mangum']","['L E', 'C P']","['LE', 'CP']",
2304,2418,"['Huja', 'Hong']","['B S', 'S K']","['BS', 'SK']",
2305,2419,"['Aitken', 'Survashe']","['I D', 'B D']","['ID', 'BD']",
2306,2420,['Howell'],['D J'],['DJ'],
2307,2421,"['Akoev', 'Ilyinsky', 'Zadan']","['G N', 'O B', 'P M']","['GN', 'OB', 'PM']",
2308,2422,['Thompson'],['S N'],['SN'],
2309,2423,"['Hawley', 'Aleksiuk']","['A W', 'M']","['AW', 'M']",
2310,2424,"['Poffenbarger', 'Burns', 'Bennett-Novak']","['P L', 'R', 'A']","['PL', 'R', 'A']",
2311,2425,"['Sherman', 'Fourtner', 'Drewes']","['R G', 'C R', 'C D']","['RG', 'CR', 'CD']",
2312,2426,['Hattingh'],['J'],['J'],
2313,2427,['Lewis'],['J H'],['JH'],
2314,2428,"['Terpin', 'Spotila', 'Koons']","['K M', 'J R', 'R R']","['KM', 'JR', 'RR']",
2315,2429,"['Kaloustian', 'Poluhowich']","['K V', 'J J']","['KV', 'JJ']",
2316,2430,"['Buckingham', 'Freed']","['M J', 'D E']","['MJ', 'DE']",
2317,2431,"['Mayes', 'Holdich']","['K R', 'D M']","['KR', 'DM']",
2318,2432,['Capra'],['M F'],['MF'],
2319,2433,['Sander'],['F'],['F'],
2320,2434,['Pivorun'],['E B'],['EB'],
2321,2435,"['Pengelley', 'Asmundson', 'Barnes', 'Aloia']","['E T', 'S J', 'B', 'R C']","['ET', 'SJ', 'B', 'RC']",
2322,2436,"['Platner', 'Steffen', 'Tempel', 'Musacchia']","['W S', 'D G', 'G', 'X J']","['WS', 'DG', 'G', 'XJ']",
2323,2437,['Lance'],['V'],['V'],
2324,2438,"['Singley', 'Chavin']","['J A', 'W']","['JA', 'W']",
2325,2439,"['Bamford', 'Campbell']","['D R', 'E']","['DR', 'E']",
2326,2440,"['Pough', 'McFarland']","['F H', 'W N']","['FH', 'WN']",
2327,2441,['Jordan'],['J'],['J'],
2328,2442,['Hughes'],['M R'],['MR'],
2329,2443,['Shick'],['J M'],['JM'],
2330,2444,['Jany'],['K D'],['KD'],
2331,2445,"['Bannister', 'Bannister']","['J V', 'W H']","['JV', 'WH']",
2332,2446,"['Lehrner', 'Malacinski']","['L M', 'G M']","['LM', 'GM']",
2333,2447,"['Messing', 'Mahoudeau']","['B', 'J A']","['B', 'JA']",
2334,2448,"['Lüllmann', 'Lüllmann-Rauch', 'Wassermann']","['H', 'R', 'O']","['H', 'R', 'O']",
2335,2449,"['Stokkeland', 'Sangvik', 'Ditlefsen']","['O M', 'K', 'E M']","['OM', 'K', 'EM']",
2336,2450,"['Kramer', 'Roth', 'Goldstein', 'Ryan', 'Blackwell']","['M', 'T', 'S', 'M S', 'B']","['M', 'T', 'S', 'MS', 'B']",
2337,2451,"['Mendelson', 'Goodwin', 'Hill', 'Reichman']","['W B', 'D W', 'S Y', 'J D']","['WB', 'DW', 'SY', 'JD']",
2338,2452,"['Brody', 'Kagan', 'Manalo', 'Hu', 'Franzblau']","['J S', 'H M', 'A D', 'C A', 'C']","['JS', 'HM', 'AD', 'CA', 'C']",
2339,2454,"['Grabensee', 'Königshausen', 'Schnurr']","['B', 'T', 'E']","['B', 'T', 'E']",
2340,2455,['Kaltenbach'],['M'],['M'],
2341,2453,,,,
2342,2456,['Bleifeld'],['W'],['W'],
2343,2457,"['Harms', 'Ojeda', 'McCann']","['P G', 'S R', None]","['PG', 'SR', None]",
2344,2458,"['Chambers', 'Brown']","['J W', 'G M']","['JW', 'GM']",
2345,2459,"['Felt', 'Nedvídková', 'Hynie', 'Mosinger', 'Vavrinková']","['V', 'J', 'S', 'B', 'M']","['V', 'J', 'S', 'B', 'M']",
2346,2460,"['Ziegler', 'Wilke', 'Menzel', 'Amendt', 'Roth']","['M', 'W', 'R', 'P', 'I']","['M', 'W', 'R', 'P', 'I']",
2347,2461,"['Morton', 'Wu']","['B', 'S S']","['B', 'SS']",
2348,2462,"['Myatt', 'Ecobichon', 'Greenhalgh']","['G L', 'D J', 'R']","['GL', 'DJ', 'R']",
2349,2463,"['Chandrasekaran', 'Viswanathan', 'Venkitasubramanian']","['V P', 'R', 'T A']","['VP', 'R', 'TA']",
2350,2464,"['Chance', 'Rumen']","['B', 'N M']","['B', 'NM']",
2351,2465,"['Chance', 'Rumen']","['B', 'N M']","['B', 'NM']",
2352,2466,"['Vogel', 'Jaenicke']","['D', 'R']","['D', 'R']",
2353,2467,"['Nelson', 'Surzycki']","['P E', 'S J']","['PE', 'SJ']",
2354,2468,"['Ciarrocchi', 'Fortunato', 'Cobianchi', 'Falaschi']","['G', 'A', 'F', 'A']","['G', 'A', 'F', 'A']",
2355,2469,['Durham'],['J P'],['JP'],
2356,2470,"['Siegenthaler', 'Depéry']","['P A', 'F']","['PA', 'F']",
2357,2471,"['Wagner', 'Hollmann']","['G', 'S']","['G', 'S']",
2358,2472,"['Amyes', 'Smith']","['S G', 'J T']","['SG', 'JT']",
2359,2473,"['Levy', 'Picard']","['P', 'J']","['P', 'J']",
2360,2474,"['Brown', 'De Marco', 'Wagner', 'Wüthrich']","['L R', 'A', 'G', 'K']","['LR', 'A', 'G', 'K']",
2361,2475,"['Kruh', 'Tichonicky']","['J', 'L']","['J', 'L']",
2362,2476,"['Heinrich', 'Raydt', 'Puschendorf', 'Jusic']","['P C', 'G', 'B', 'M']","['PC', 'G', 'B', 'M']",
2363,2477,"['Azzone', 'Gutweniger', 'Viola', 'Strinna', 'Massari', 'Colonna']","['G F', 'H', 'E', 'E', 'S', 'R']","['GF', 'H', 'E', 'E', 'S', 'R']",
2364,2478,"['Similä', 'Keinänen', 'Kouvalainen']","['S', 'S', 'K']","['S', 'S', 'K']",
2365,2479,"['Kowalewski', 'Zajac', 'Kologej']","['K', 'S', 'A']","['K', 'S', 'A']",
2366,2480,"['Biver', 'Jacquet', 'Moor', 'Lamy']","['A', 'N', 'M C', 'M']","['A', 'N', 'MC', 'M']",
2367,2481,"['Mouillé', 'Schmitt', 'Cheymol', 'Gauter']","['P', 'H', 'G', 'E']","['P', 'H', 'G', 'E']",
2368,2482,"['Dhumal', 'Gulati', 'Shah']","['V R', 'O D', 'N S']","['VR', 'OD', 'NS']",
2369,2483,"['Gerold', 'Cavero', 'Riggenbach', 'Wall', 'Haeusler']","['M', 'I', 'H', 'M', 'G']","['M', 'I', 'H', 'M', 'G']",
2370,2484,"['Hudick', 'Wajda', 'Lajtha']","['J P', 'I J', 'A']","['JP', 'IJ', 'A']",
2371,2486,"['Renkawek', 'Murray', 'Spatz', 'Klatzo']","['K', 'M R', 'M', 'I']","['K', 'MR', 'M', 'I']",
2372,2487,"['McLaughlin', 'Bosmann']","['J', 'H B']","['J', 'HB']",
2373,2485,"['Caprino', 'Togna']","['L', 'G']","['L', 'G']",
2374,2488,['Johansson'],['B'],['B'],
2375,2489,"['de Saint Blanquat', 'Fritsch', 'Derache']","['G', 'P', 'R']","['G', 'P', 'R']",
2376,2490,"['Chaudhury', 'Chaudhury', 'Shrivastava']","['S', 'L', 'G C']","['S', 'L', 'GC']",
2377,2491,['Taub'],['S J'],['SJ'],
2378,2495,"['Rollema', 'de Brun', 'van Os']","['H S', 'S H', 'G A']","['HS', 'SH', 'GA']",
2379,2492,['Ianchishin'],['V N'],['VN'],
2380,2496,['Stucki'],['J W'],['JW'],
2381,2493,"['Chekman', 'Simon']","['I S', 'I B']","['IS', 'IB']",
2382,2497,"['Strotmann', 'Bickel', 'Huchzermeyer']","['H', 'S', 'B']","['H', 'S', 'B']",
2383,2494,"['Arefolov', 'Panasiuk']","['V A', 'L V']","['VA', 'LV']",
2384,2498,"['Levine', 'Mercola', 'Thornton']","['B A', 'D', 'J M']","['BA', 'D', 'JM']",
2385,2499,['Claycomb'],['W C'],['WC'],
2386,2500,['Miles'],['C D'],['CD'],
2387,2501,"['Kleber', 'Aurich']","['H P', 'H']","['HP', 'H']",
2388,2502,"['Steiner', 'Jonsson', 'Lindskog']","['H', 'B H', 'S']","['H', 'BH', 'S']",
2389,2503,"['Walsh Kinnally', 'Tedeschi']","['K', 'H']","['K', 'H']",
2390,2504,"['Deslauriers', 'Komoroski', 'Levy', 'Paiva', 'Smith']","['R', 'R A', 'G C', 'A C', 'I C']","['R', 'RA', 'GC', 'AC', 'IC']",
2391,2505,"['Pramanick', 'Forstová', 'Pivec']","['D', 'J', 'L']","['D', 'J', 'L']",
2392,2506,"['Demchenko', 'Burov', 'Deriĭ']","['I T', 'S V', 'A N']","['IT', 'SV', 'AN']",
2393,2507,['Iumatov'],['E A'],['EA'],
2394,2508,['Pallasch'],['T J'],['TJ'],
2395,2509,"['Feinstein', 'Kaplan', 'Thayer']","['P A', 'S R', 'W R']","['PA', 'SR', 'WR']",
2396,2510,"['Malagelada', 'Longstreth', 'Summerskill', 'Go']","['J R', 'G F', 'W H', 'V L']","['JR', 'GF', 'WH', 'VL']",
2397,2511,"['de Carle', 'Christensen']","['D J', 'J']","['DJ', 'J']",
2398,2512,"['Johnson', 'DeMeester', 'Haggitt']","['L F', 'T R', 'R C']","['LF', 'TR', 'RC']",
2399,2513,"['Janecek', 'Vorburger', 'Campana', 'Stamm']","['P', 'J', 'A', 'O']","['P', 'J', 'A', 'O']",
2400,2515,['Cherkinskiĭ'],['S N'],['SN'],
2401,2514,"['Richter', 'Hammacher']","['R', 'K']","['R', 'K']",
2402,2516,"['Letavet', 'Vorontsova']","['A A', 'E I']","['AA', 'EI']",
2403,2517,"['Shitskova', 'Petrovskiĭ']","['A P', 'K S']","['AP', 'KS']",
2404,2518,['Serdiukovskaia'],['G N'],['GN'],
2405,2519,['Petrovskiĭ'],['K S'],['KS'],
2406,2520,['Trofimov'],['V V'],['VV'],
2407,2521,"['Luchina', 'Tserkovnyĭ', 'Chernaenko', 'Iasneva']","['K I', 'G F', 'T D', 'I E']","['KI', 'GF', 'TD', 'IE']",
2408,2522,"[""Mal'steva"", 'Liubchenko', 'Boiarchuk', 'Shternberg']","['L M', 'P N', 'Z I', 'Iu M']","['LM', 'PN', 'ZI', 'IuM']",
2409,2523,"['Strýĉková', 'Farbakyová']","['T', 'G']","['T', 'G']",
2410,2524,"['Takahashi', 'Yamane', 'Tani']","['S', 'H', 'N']","['S', 'H', 'N']",
2411,2527,"['Stoeter', 'Ortega-Suhrkamp', 'Voigt']","['P', 'E', 'K']","['P', 'E', 'K']",
2412,2528,"['Kusche', 'Lorenz', 'Schmidt']","['J', 'W', 'J']","['J', 'W', 'J']",
2413,2525,"['Sturner', 'Garriott']","['W Q', 'J C']","['WQ', 'JC']",
2414,2529,"['Kranz', 'Lappe']","['T', 'F']","['T', 'F']",
2415,2526,"['Orrenius', 'Moldeus', 'Vadi', 'Grundin']","['S', 'P', 'H', 'R']","['S', 'P', 'H', 'R']",
2416,2530,"['Pauly', 'Pfleiderer']","['H E', 'G']","['HE', 'G']",
2417,2531,"['Miras-Portugal', 'Aunis', 'Mandel']","['M T', 'D', 'P']","['MT', 'D', 'P']",
2418,2532,"['Markert', 'Träger']","['C', 'L']","['C', 'L']",
2419,2533,"['Schleuning', 'Kolb', 'Hell', 'Fritz']","['W D', 'H J', 'R', 'H']","['WD', 'HJ', 'R', 'H']",
2420,2534,['Beyer'],['J'],['J'],
2421,2535,"['Golf', 'Graef', 'Nowotny']","['S W', 'V', 'E']","['SW', 'V', 'E']",
2422,2536,"['Schartau', 'Linzen']","['W', 'B']","['W', 'B']",
2423,2537,['Ingalls'],['J M'],['JM'],
2424,2538,"['McCoy', 'Sinacore']","['J J', 'J M']","['JJ', 'JM']",
2425,2539,['Malkocich'],['D'],['D'],
2426,2540,['Greenwood'],['R D'],['RD'],
2427,2541,['Unger'],['L'],['L'],
2428,2542,['Ashbell'],['T S'],['TS'],
2429,2543,"['Kretschmer', 'Stewardson', 'Gotoff']","['R R', 'P', 'S P']","['RR', 'P', 'SP']",
2430,2544,"['Smith', 'Hoxsey', 'Bayly']","['R P', 'R J', 'M A']","['RP', 'RJ', 'MA']",
2431,2545,"['Tobin', 'Nemickas', 'Scanlon', 'Moran', 'Johnson', 'Gunnar']","['J R', 'R', 'P J', 'J F', 'S', 'R M']","['JR', 'R', 'PJ', 'JF', 'S', 'RM']",
2432,2546,,,,
2433,2547,['Ingalls'],['J M'],['JM'],
2434,2548,"['Prasad', 'Sinha']","['K N', 'P K']","['KN', 'PK']",
2435,2549,"['Kurtti', 'Brooks']","['T J', 'M A']","['TJ', 'MA']",
2436,2550,"['Bach', 'Brashler']","['M K', 'J R']","['MK', 'JR']",
2437,2551,"['Saran', 'Kishore', 'Viswanathan']","['R', 'K', 'R']","['R', 'K', 'R']",
2438,2552,"['Chakravarty', 'Sarkar', 'Chakravarty', 'Mukherjee', 'Mukherjee', 'Das', 'Hati']","['S K', 'J K', 'M S', 'M K', 'K K', 'B C', 'A K']","['SK', 'JK', 'MS', 'MK', 'KK', 'BC', 'AK']",
2439,2553,"['Chopde', 'Brahmankar', 'Samra', 'Husain', 'Dorle']","['C T', 'D M', 'M A', 'Z', 'A K']","['CT', 'DM', 'MA', 'Z', 'AK']",
2440,2554,['Bhat'],['H R'],['HR'],
2441,2555,"['Chakravarty', 'Sanyal']","['R', 'A K']","['R', 'AK']",
2442,2556,"['Donoghue', 'Newman']","['H D', 'H N']","['HD', 'HN']",
2443,2557,"['Baker', 'Kasper']","['C J', 'D L']","['CJ', 'DL']",
2444,2558,"['Szczeklik', 'Podolec']","['A', 'Z']","['A', 'Z']",
2445,2559,"['de Schryver', 'Rosén', 'Gunvén', 'Klein']","['A', 'A', 'P', 'G']","['A', 'A', 'P', 'G']",
2446,2560,"['Stacher', 'Bauer', 'Brunner', 'Grünberger']","['G', 'P', 'H', 'J']","['G', 'P', 'H', 'J']",
